Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power
0,302.27082268098,310.44164536196,1333,56.462544739883946,145,75295.95176402971
1,297.7,308.9,1742,26.3,24,45814.6
1,303.27740857482917,311.4,1463,47.15216268371339,183,68878.24323469785
1,303.01223725980947,311.2408033416761,1316,63.31835588971423,77,83348.65290426768
1,298.0,307.7,1407,43.9,205,61767.299999999996
1,302.85050441331526,310.9757566199728,1319,51.89697352010862,73,68462.30939484863
2,303.4,311.7,1690,34.9,189,58981.0
1,302.8679192984595,311.2907071526612,1341,44.509292847338834,198,59704.21821482996
1,302.0654147038855,310.6473656909339,1369,50.823317631083754,209,69576.19493887089
2,300.7,310.1,1367,52.6,167,71904.2
1,298.0324127170796,308.344199159654,1363,56.75874745098959,216,77364.18123092379
1,302.4,310.3,1480,45.8,123,67784.0
1,300.4,309.8,1513,32.9,117,49777.7
1,302.831394274087,311.1600670649153,1373,48.231058949510285,72,66221.74182822261
1,297.2,308.5,1471,41.7,41,61340.700000000004
1,296.8995836809288,307.80124895721355,1399,57.120399634488116,201,79939.90840980434
1,297.7,309.2,1365,58.6,170,79989.0
0,300.7,311.9,1389,46.5,186,64588.5
1,301.0,310.9,1740,28.9,129,50286.0
2,297.8,307.3,1315,54.0,180,71010.0
0,301.928094727809,310.4421420917135,1287,62.74381054438197,33,80758.66480068651
1,300.4863362433628,310.4215443537294,1308,63.397108420227504,184,82884.72513658281
1,299.8387444775009,309.52063660713475,1340,60.902528736768566,167,81624.1292660387
1,300.7,309.5,1692,30.3,64,51267.6
1,301.22556482551647,310.7422116279812,1377,59.03115348807529,143,81243.56861857542
1,299.36432684829134,308.65020632061766,1384,53.5905863148842,217,74183.50767694863
1,300.25838715181425,311.01459678795356,1381,53.706862890841784,213,74184.98408183678
1,300.99619925860475,311.44472324465124,1451,53.22996310511614,207,77255.37881866419
1,302.0326074081607,310.30326666327693,1426,43.04452594890059,76,61111.34240739799
2,303.27647335945693,311.4831952567549,1371,47.34369233243713,61,64931.01904652575
1,301.3051332673684,311.83017693068825,1335,57.03017693068826,192,76161.72587138154
1,298.4,309.9,1725,27.8,21,47955.0
1,301.6,310.4,1599,41.7,116,66678.3
1,303.1524119649151,311.32385914386407,1349,51.10951760701699,8,68946.73925186592
1,298.0,309.1,1473,44.3,124,65253.899999999994
1,301.15406741348176,311.9,1357,60.851948632582356,181,82553.1723912638
1,295.6,306.2,1424,42.5,58,60520.0
1,298.02054723387516,308.3287661274253,1404,56.21397211903513,217,78963.02349159203
0,296.9,307.9,1547,32.6,79,50432.200000000004
1,301.3,310.0,1550,41.5,197,64325.0
2,296.4,307.5,1684,31.4,72,52877.6
1,301.62451452740777,310.32063074666956,1354,47.24393343109857,109,63894.34832842346
1,300.6210459862669,310.3232635683464,1360,56.8,205,77283.24451998949
2,298.5,309.3,1761,27.2,49,47899.2
2,297.5,308.0,1560,39.0,141,60840.0
1,299.4,310.8,1391,48.9,139,68019.9
1,300.7379287075962,310.1914929343045,1407,42.50275722455773,205,59698.446234121126
0,298.0,308.6,1526,41.8,160,63786.799999999996
1,302.77004097047427,311.3500292646245,1373,50.630017558774696,213,69545.37396110583
1,298.3,308.0,1363,50.1,96,68286.3
0,302.9,311.0,1452,58.3,123,84651.59999999999
1,302.3078715047666,310.70787150476656,1330,59.18750437552825,115,78715.63197993484
1,302.8,312.1,1441,52.1,79,75076.1
1,301.0,310.9,1479,44.3,194,65519.7
0,301.9855816992774,310.47131808273116,1373,54.98558169927743,122,75501.83427454249
0,302.91343509322337,311.41119591101943,1354,48.8600763199175,111,66188.42116791561
1,299.46240046570114,310.2449601862805,1435,48.727519906859776,192,69959.14391151679
1,300.7,310.8,1754,27.7,84,48585.799999999996
2,300.9,310.8,1452,43.6,185,63307.200000000004
0,302.13036257944015,310.5919688162001,1368,55.130362579440146,116,75433.20813734537
1,302.552630210288,310.35947135748967,1364,54.35579166353918,83,74163.00932833258
1,302.9280875857276,311.21872505715174,1329,53.74681264287935,202,71452.8138721008
1,302.5,311.4,1759,24.6,124,43271.4
1,300.5533656065763,310.91713892336236,1361,58.72732545765093,232,79671.5112924139
1,299.9,311.3,1429,58.2,103,83167.8
1,302.7458404760337,311.7123928594942,1401,49.0045880859894,154,68431.53640222216
1,297.9126598804777,309.6716512226095,1491,50.12568737549759,217,74742.49157529384
2,300.6,311.6,1630,31.8,52,51834.0
1,300.1,309.4,1453,47.6,28,69162.8
2,299.6,309.2,1651,30.8,92,50850.8
1,301.1,311.6,1488,43.4,5,64579.2
1,301.3,310.4,1346,46.7,90,62858.200000000004
1,301.7,310.9,1705,31.2,146,53196.0
1,298.9311820246153,308.215732231255,1531,30.615167355465633,214,46839.8455020664
1,299.1,308.9,1445,43.4,197,62713.0
1,303.8,312.9,1514,34.3,180,51930.2
1,299.6805714970995,308.78057149709946,1540,37.47375368985521,203,57725.78894765269
1,300.7,310.8,1608,39.5,202,63516.0
0,301.4441426014874,311.3525103136482,1313,57.36032017833168,149,75280.32384213999
1,302.3,311.8,1565,37.8,59,59156.99999999999
1,297.27175793641584,308.1802000465824,1340,61.274673669500295,207,82148.65238281125
1,302.1863475604809,310.51228484158014,1345,56.135840596221364,201,75395.16024550029
1,298.9,310.1,1577,41.4,80,65287.799999999996
1,302.17709437941295,310.62290562058706,1352,47.225132552955415,132,63883.1874862321
1,299.37587951076864,310.51959802615363,1360,49.253768890769,212,67018.33065230693
1,300.63588768284353,310.3477238198135,1395,50.13770862699273,177,69906.36760447158
1,302.3,311.5,1387,47.3,2,65605.09999999999
1,297.20062643867146,308.0168934472124,1382,56.508446723606184,201,78109.03314005883
1,297.9,307.5,1602,38.3,21,61356.6
1,301.0,311.0,1581,37.0,127,58497.0
1,300.70118596898163,311.7989834551586,1335,58.40059298449083,188,78022.69157894535
1,300.84997310706956,309.9249865535348,1400,43.285911447473616,129,60563.31412292397
2,299.4,309.0,1381,44.9,88,62006.9
1,301.94969131663316,310.7012347334674,1469,41.68333109819023,149,60971.379747595514
1,300.1182218993617,309.45456672211026,1296,62.21819490591402,86,80680.2199944691
1,300.8,310.8,1634,29.2,149,47712.799999999996
1,298.3,309.9,1507,41.6,112,62691.200000000004
2,303.1,312.4,1378,50.1,104,69037.8
1,299.7380565729803,308.94189781305784,1385,53.53589416005166,216,74189.9431205006
2,299.8,310.6,1574,31.8,113,50053.200000000004
1,298.0,308.2,1357,48.2,7,65407.4
1,302.86473370356987,311.1864360398346,1331,53.648456951371365,200,71422.70905898085
1,299.1,310.4,1550,43.9,79,68045.0
2,297.2,308.6,1513,39.0,78,59007.0
1,300.3,310.2,1492,52.3,2,78031.59999999999
1,298.9,310.0,1633,31.2,76,50949.6
1,302.25638869671104,310.88393267773563,1377,46.794261670619875,166,64439.94927484836
1,300.71948787038286,310.92204851846867,1562,38.16837376539053,223,59638.21923591521
1,304.2,313.3,1410,51.6,47,72756.0
1,302.4963380067627,310.2036619932373,1309,53.897464189355944,88,70569.60671150014
0,302.7,312.1,1603,32.5,148,52097.5
2,302.7,312.1,1378,46.9,176,64628.2
1,303.28500151782447,311.5253867169878,1366,51.60846223899591,113,70522.12414341394
1,302.65593204528426,310.73220386414727,1341,51.552543637726025,71,69131.90531115296
1,297.2631534027634,307.2879667162596,1364,55.859192738093,208,76209.41646722285
1,299.0554329583819,308.11603142294825,1329,61.0,184,81081.01746830727
1,301.98489959416867,310.3151004058313,1369,51.671700135277106,113,70761.0237249356
2,302.0,310.5,1425,44.7,76,63697.50000000001
1,301.9,310.8,1465,44.3,57,64899.49999999999
1,298.3,308.5,1606,33.6,67,53961.600000000006
1,302.5240859143495,311.4316773229145,1431,60.25548451390337,161,86224.05413988633
1,304.1,313.2,1569,35.8,146,56170.2
1,300.0,311.4,1483,45.6,187,67624.8
1,301.2,310.8,1711,28.9,38,49447.899999999994
1,298.5370068075555,308.2717654706243,1284,60.5858276603704,211,77814.70553278475
1,303.3068511078311,311.62959155096354,1355,48.87507243722845,82,66246.68395178746
1,302.38329397644975,310.2082821693847,1364,50.491859515396264,52,68867.22522433424
1,297.87711294305393,308.3308099163687,1305,61.23063361210433,191,79911.84506889683
1,303.74230741396906,312.8495720310423,1407,48.52564195343648,207,68279.65388790464
1,297.5,308.6,1497,43.9,91,65718.3
1,301.84939426435375,311.3462255719521,1356,60.239235780112395,199,81711.76654353287
1,300.9,309.7,1460,42.1,181,61466.0
1,301.40248347521094,310.63553844897723,1365,60.15619780758119,151,82134.06448331191
1,300.0,309.1,1882,23.8,84,44791.6
1,300.8294403769369,309.88691538802806,1311,65.30654230598596,193,85652.18703250794
1,299.5,310.7,1438,45.7,106,65716.6
1,301.9280383068625,310.77382761911866,1537,39.855168359306674,184,61112.64952116422
1,303.24774782531875,311.2636637670917,1362,46.668168116454154,34,63593.91131687819
1,298.8,310.0,1423,42.1,154,59908.3
1,300.70609732737256,309.49729310118414,1297,62.27584760713918,69,80815.02065308372
2,303.6,311.9,1617,36.0,95,58212.0
1,302.5,310.9,1330,56.9,97,75677.0
1,300.9,310.4,1445,41.7,180,60256.50000000001
1,301.5,310.6,1405,42.3,83,59431.49999999999
2,298.8,308.6,1486,41.9,92,62263.4
0,301.7682752942161,312.1543512605276,1373,55.4212816805176,220,76067.39391158179
0,300.5986116761506,310.68641326458066,1401,50.07056207325808,175,70082.862218753
1,300.624068369001,310.0917343809237,1346,59.33444102140061,209,79783.01619490673
1,302.40507183586766,310.8050718358677,1356,51.397464082066165,138,69739.24693195158
2,302.98318474504015,311.28318474504016,1334,53.61681525495987,170,71533.29940580418
1,301.1,311.2,1555,35.3,172,54891.49999999999
1,297.51218210469807,308.8611902389262,1328,62.24702440268443,202,82694.6856573423
2,303.1,311.4,1831,23.3,161,42662.3
1,301.0,310.8,1475,35.3,19,52067.49999999999
2,301.71746804902295,311.1759361873049,1661,31.22780856191475,215,51806.26643579927
1,300.1310098206987,309.88121006897137,1465,36.98966339310044,218,54161.61773611157
1,297.41414515863596,308.8073083319619,1324,62.40353628965899,203,82680.6181434324
1,300.3840322927935,310.6959407965453,1663,29.960080731983673,216,49833.50437030165
2,302.8,310.8,1451,44.7,32,64859.700000000004
1,302.1444285600573,311.33548809113177,1433,60.14167857995706,159,86210.20079708491
1,298.3,308.9,1708,28.0,42,47824.0
1,302.73363537914537,311.0949276078813,1329,53.695621983661724,200,71412.83062151277
1,298.9,309.9,1517,36.6,117,55522.200000000004
1,302.34035100494776,310.24473674628916,1336,45.33596526360634,57,60600.39026544119
1,302.6,312.3,1512,34.2,44,51710.4
1,299.8154560855005,310.1674792688409,1301,55.45041462318227,219,72141.55084440898
1,303.1841916667497,311.61284768526366,1365,51.7713439814861,108,70668.04797776736
1,302.76073630941727,312.2987728176378,1479,46.26963184529136,249,68433.3752432685
1,296.2,307.2,1515,36.5,38,55297.5
1,302.5,310.4,1415,48.2,117,68203.0
2,302.3,310.9,1581,36.1,109,57074.100000000006
1,301.0,310.9,1492,44.6,15,66543.2
2,303.9,313.1,1483,47.2,71,69997.6
2,300.9,312.1,1851,23.0,156,42573.0
0,300.3,311.5,1464,41.0,29,60024.0
2,300.2,309.4,1433,48.8,191,69930.4
1,301.53233209573784,311.17515403141454,1367,56.30711645175751,209,77013.45992042472
1,300.8,309.4,1489,38.4,109,57177.6
1,302.04370240351665,310.49580160234444,1352,52.41851201758325,155,70895.96532003875
1,300.4,311.2,1673,28.9,171,48349.7
1,302.488523211214,310.888523211214,1315,59.88430381468259,119,78721.28379760799
2,300.5,312.0,1382,54.1,27,74766.2
1,300.7,309.5,1467,44.3,55,64988.1
0,301.4,310.5,1536,39.9,201,61286.399999999994
0,298.4,308.9,1782,23.9,24,42589.799999999996
1,300.9,310.8,1517,44.3,4,67203.09999999999
0,297.9,308.5,1383,44.6,184,61681.8
1,301.2793878923032,310.3183937508661,1377,59.48879531314961,136,81966.19040647087
1,299.3125140076949,309.5301168199307,1356,55.225556084263495,206,74884.2443424406
2,299.31153047558405,309.0531043588111,1422,60.870843552017305,109,86457.38633713587
1,304.0,313.0,1407,42.1,5,59234.700000000004
0,299.31552852414427,309.419834731958,1411,61.16852978160657,131,86295.20926424908
0,302.6469975548395,311.030024451605,1498,37.87781905812275,125,56241.66338311309
1,300.5,309.5,1255,62.1,138,77935.5
1,300.31753313102575,310.7399118975366,1688,27.798237950732695,228,46873.45638557655
1,301.49787452895816,310.2989372644791,1351,55.26915128102661,204,74667.81473135296
2,297.3,308.2,1846,24.5,41,45227.0
1,298.9,310.1,1466,42.5,187,62305.0
1,301.8125157871507,309.6125157871507,1305,65.00171579976112,209,84853.66608762396
1,297.6,308.7,1460,46.7,150,68182.0
1,295.5,306.1,1650,32.8,67,54119.99999999999
1,301.7,310.6,1471,43.8,80,64429.799999999996
1,297.6,309.5,1617,36.2,42,58535.4
1,301.00657289873226,309.8948920754422,1334,61.06131457974646,86,81508.31944590545
1,302.33389315920334,310.7677863184067,1350,45.98431302860588,152,62122.875792754356
2,302.6,312.2,1458,38.8,34,56570.399999999994
0,297.7,308.2,1489,43.0,151,64027.0
1,298.8,310.0,1487,41.4,152,61561.799999999996
1,302.8,311.1,1563,32.2,78,50328.600000000006
1,299.18723066984893,310.6824421710422,1736,27.004788498806658,224,46895.55228085921
0,297.5,308.8,1430,49.4,2,70642.0
1,301.82948902740196,310.4769341644117,1364,49.67430723274523,51,67710.41475262854
1,303.7,312.5,1397,45.7,187,63842.9
2,298.0,308.7,1479,58.5,176,86521.5
2,298.4,308.5,1576,27.4,55,43182.399999999994
0,297.9,308.0,1800,24.8,44,44640.0
1,297.4,308.4,1371,57.4,52,78695.4
1,300.0592834153886,309.6236935531809,1335,64.67292165350753,70,86286.70602660008
2,297.2,308.6,1404,43.7,160,61354.8
2,301.7,310.7,1861,21.8,84,40569.8
1,302.314817844558,310.380171440416,1375,51.14989284974001,165,70342.83724911907
1,302.55226826167893,311.1665770263355,1325,52.304697875953934,117,69294.93858625673
1,300.8580846865928,310.31614218690834,1359,57.57419968722389,196,78285.93638277207
1,299.3238134096143,309.91342061992987,1210,64.44443537756675,185,77814.15720155183
1,300.04250577145604,309.64936464925415,1390,43.08628224440376,214,59748.74470541045
1,303.2550961531548,311.2550961531548,1351,48.05509615315481,30,64941.92267638863
0,298.7,309.8,1582,33.4,121,52838.799999999996
1,299.76027620885617,309.6374898516852,1427,41.91616572531371,210,59709.88476835639
1,303.4132700371832,312.07184808923967,1326,61.52426584383056,78,81582.89710736455
1,300.12305515938704,311.0062234899614,1684,29.024611031877413,198,48901.94936792311
1,302.26009002792557,311.6802700837767,1364,53.88027008377669,131,73544.76910004526
1,301.717910928983,310.6850688522045,1411,46.202979781187494,211,65215.39167325174
1,302.4551992935702,310.2655978807107,1353,54.87599646785116,130,74247.8699065271
0,302.8,312.4,1411,53.8,246,75911.8
1,301.2,311.0,1612,32.9,129,53034.799999999996
2,298.0,309.2,1438,42.9,101,61690.2
1,302.69792655727383,310.8489632786369,1365,43.99142548002241,121,60069.50455728396
1,300.6,310.1,1337,45.8,62,61234.6
1,302.5246758181325,310.42453173730246,1352,50.94992795958499,29,68884.22615462264
2,298.7,309.8,1435,48.8,71,70028.0
1,301.6416344284817,310.6066924572146,1285,62.696653771392704,105,80595.54938045693
1,299.1,310.6,1326,49.7,78,65902.2
0,301.0,311.2,1602,32.7,19,52385.4
1,301.59928327637556,310.1733396908053,1311,57.36149066449654,44,75244.12173558984
2,299.0,310.2,1628,35.8,64,58282.399999999994
1,300.3,311.7,1452,41.5,172,60258.0
1,302.6,311.5,1427,38.9,213,55510.299999999996
1,298.3388069477378,308.07649131532776,1417,38.12350868467224,201,54057.86508478016
0,303.7,312.8,1488,42.8,54,63686.399999999994
0,298.37240445608865,307.737431754349,1583,36.57240445608866,217,57877.607918704685
1,301.94862584919696,310.51945033967877,1342,55.61247347144548,199,74637.96109932064
0,302.2,311.4,1625,35.4,70,57525.0
0,298.3,309.0,1379,43.2,0,59572.8
1,300.7,310.7,1442,43.2,49,62294.4
1,297.7,309.0,1538,43.2,30,66441.6
1,300.1065080237524,310.7802877692988,1293,61.44755949109285,205,79499.02811297662
1,298.9,310.6,1406,43.8,12,61582.799999999996
1,301.2788387356517,310.4746997671792,1373,53.24793051576377,211,73136.44460673246
1,302.02641434566704,310.88274900528586,1366,52.348247015857595,200,71505.9298806343
2,303.1,312.3,1623,31.6,101,51286.8
2,300.4,311.3,1350,56.5,31,76275.0
1,300.4997321117785,310.34813822636215,1362,48.46675596274049,158,66012.2873833558
1,304.08111311250104,313.42097397343844,1521,34.64125225156369,207,52667.554675392676
1,301.82824570445183,309.689580606581,1301,65.33272299419323,227,85028.39539182614
0,300.4,309.6,1571,33.6,126,52785.600000000006
0,301.40774961185747,310.7988929125918,1285,62.59778582518358,182,80444.37218824541
1,299.91594460382987,309.7277500421903,1324,56.7178611720526,127,75122.47576151794
1,301.65101806021613,310.97703971572633,1440,44.33061371236491,207,63840.726742807965
1,302.3177030169841,310.12212877123017,1352,50.9132772627381,34,68876.60019178878
1,302.2499253938306,310.642793194712,1348,47.40371531189808,108,63925.221755008315
1,302.8284803597929,310.8055685756686,1349,51.17430392804143,6,69034.13599892789
0,300.2,309.3,1342,48.7,68,65355.4
1,303.8032664891139,312.76884432607596,1364,62.47019189228999,195,85212.86669966122
1,298.2,308.4,1310,61.0,189,79910.0
1,298.582317529369,309.1723601566347,1220,63.86017050906272,208,77823.78111352792
1,300.52627826894206,310.26313913447103,1656,30.5,223,50522.578971685696
1,301.39463324868166,310.6457410191294,1461,41.19335337731357,218,59763.35996993403
2,298.3,307.7,1439,43.8,111,63028.2
2,304.3,313.5,1525,42.0,2,64050.0
1,296.8,307.9,1337,56.5,5,75540.5
1,300.5,309.9,1423,47.9,114,68161.7
1,302.0993680125959,310.35860962771096,1403,46.49747205038354,106,65208.54078720097
1,298.2811879037906,307.6776579949302,1516,30.93293173165123,206,46895.794775240945
1,297.4,308.2,1402,49.7,41,69679.40000000001
1,300.5,311.582494232676,1345,58.956456584145165,194,79281.02767188026
0,301.46999459680757,310.3310506409291,1365,47.74683727082784,179,65188.10380272748
0,302.9,312.5,1357,55.0,12,74635.0
1,300.3,309.3,1478,39.5,180,58381.0
1,300.9,310.7,1392,44.2,97,61526.4
1,299.34670682650875,309.6275501831921,1380,53.74012047952619,216,74174.9269077586
1,303.7693526100466,313.0768965829582,1256,58.67171010158145,212,73726.45503267497
1,299.3433692706208,310.02017924471727,1372,55.742921158827606,196,76496.43604505253
1,297.9,307.7,1492,43.7,59,65200.4
1,302.2488867678507,310.28370441071644,1333,53.03739927676102,114,70683.04903544912
1,301.3,310.0,1438,40.9,7,58814.2
2,296.8,307.8,1694,33.0,115,55902.0
1,299.32058493364565,309.05286854020403,1382,53.66175480093691,217,74179.1064106167
2,301.2,310.6,1576,39.6,109,62409.600000000006
1,298.9,309.3,1665,32.5,93,54112.5
0,300.2,311.0,1777,27.5,151,48867.5
1,302.65518741922074,310.73443774233783,1340,51.55850064623416,72,69132.97161567591
1,303.1038787555559,311.4542666311115,1319,52.453490880000324,119,69229.18226556445
1,301.5,310.5,1396,44.5,117,62122.0
1,297.9,307.4,1606,35.5,14,57013.0
1,296.4,307.2,1748,25.3,144,44224.4
1,301.1687170287031,310.13435851435156,1360,54.916482530753306,205,74692.21940887187
1,301.9,310.6,1462,38.8,22,56725.6
1,303.31861742900526,311.8508641068717,1321,60.36928507479081,218,79667.34281242141
2,298.0,309.0,1439,38.5,34,55401.5
1,296.8,308.0,1666,29.8,41,49646.8
1,302.0,310.0,1832,22.9,178,41952.799999999996
1,301.21360188150913,311.84073824444124,1335,57.04073824444126,192,76171.82600776732
2,301.5,311.1,1660,33.8,115,56107.99999999999
1,300.5,309.6,1390,48.4,194,67276.0
1,303.6,312.7,1418,44.1,118,62533.8
1,300.1,309.5,1353,50.9,34,68867.7
1,299.19659706980735,309.8655323566025,1688,27.676170838520157,178,46716.63409850298
1,300.9060220327424,310.2153038475721,1359,47.08033147007862,141,64001.622379125016
2,300.6,310.6,1427,52.8,75,75345.59999999999
1,298.0,307.7,1643,32.3,200,53068.899999999994
1,302.40912194345685,310.5091219434569,1371,45.706634140695904,143,62705.26033732734
1,299.9,311.4,1627,36.7,118,59710.9
2,302.3074810761039,310.2164378324459,1362,51.81496215220777,14,70587.83267031507
0,300.1,311.5,1383,49.1,33,67905.3
1,296.2,307.2,1382,52.0,201,71864.0
0,299.7,309.2,1355,44.8,127,60703.99999999999
1,302.96607546894126,311.01987263702955,1279,52.933287716206614,191,67547.51800415975
1,297.9937210457297,308.3047943287983,1324,60.38116313718924,191,79914.76028356008
0,299.13071154511545,308.7292692338838,1350,53.453326926333084,170,72167.00048052502
1,300.7,311.8,1486,47.3,19,70287.8
1,302.61283278058835,311.0296782160925,1370,46.37326182579833,155,63554.10765482682
0,300.45036600941353,310.54719392782954,1377,47.74963399058647,234,65751.14554402749
1,298.7,309.7,1510,40.6,162,61306.0
1,297.9768583039157,308.6153716607831,1411,61.03851335686741,94,86163.21676530658
1,298.1,309.0,1437,36.2,95,52019.4
1,298.9366933904197,310.19199256852187,1374,53.6643429794708,227,73767.74045760164
0,302.929471511935,311.31181117594946,1321,44.482452519891616,219,58622.21735078672
1,301.6037237148237,311.8645945895883,1308,56.4579679588825,219,73742.11637643682
1,299.9,309.1,1412,48.3,198,68199.59999999999
1,303.7,312.4,1348,51.0,152,68748.0
1,299.0,308.7,1583,32.5,25,51447.5
0,300.8,311.7,1468,38.7,39,56811.600000000006
1,300.5,311.5,1661,35.9,110,59629.899999999994
1,301.6,311.1,1325,49.2,104,65190.00000000001
1,302.9171960578677,310.94751369258836,1349,51.156560788426454,7,69010.20050358729
1,302.46068538964613,310.3008567370577,1351,51.020514042234595,23,68948.48457964459
1,301.96622165512247,309.9838807631551,1371,48.60595464819599,175,66654.24863978621
1,299.29075152402913,309.0155008086685,1301,61.94800049764216,116,80642.79806892344
2,299.7,309.1,1851,24.7,189,45719.7
1,299.05766856841495,309.3192228561383,1774,27.230311107204592,174,48128.49863309752
1,301.2,310.3,1499,38.1,61,57111.9
1,303.0917186425026,311.30148417792145,1340,58.01953107083767,13,77751.51843384509
1,302.0850838167444,310.4361871374417,1365,44.548896679302636,102,60849.717644224
2,300.4,309.7,1466,39.8,184,58346.799999999996
1,299.3547796740249,309.4309624244488,1371,52.141663962648394,214,71494.24991887945
1,297.2,308.6,1578,34.4,76,54283.2
0,297.76059827505213,307.56263534577243,1606,35.93736465422754,223,57734.004624872105
1,299.58940721884335,310.45703940827514,1363,49.138026272183446,190,67017.16500497109
1,303.30356852060055,311.5842822247207,1300,51.119994571787785,59,66446.71111267772
0,298.8,308.8,1445,49.9,4,72105.5
0,302.07711797784924,310.31411985232813,1301,56.451702243658566,139,73410.32146095033
1,300.670941777191,310.4,1279,52.72037385058048,144,67225.18780263959
1,302.092338880629,310.7038305596855,1364,47.77318608220129,212,65199.06209985132
1,301.327817069217,310.42781706921704,1533,37.36015054695055,205,57296.369067473075
1,298.71436182411026,309.6533641341733,1362,57.32668206708662,195,78071.55796132743
1,300.5,310.5,1536,36.2,12,55603.200000000004
0,303.7,312.6,1711,27.6,170,47223.600000000006
1,303.4900093371654,311.8800186743308,1339,49.49981325669175,88,66276.61372532068
0,297.8342375348914,307.47672287596004,1605,36.023277124039936,224,57824.01634681556
2,298.9,308.9,1750,29.9,50,52325.0
1,301.7532136125451,311.0079907067953,1456,38.99258821986305,152,56701.47270863155
1,301.4244846783247,310.74856963741365,1368,56.00306058479059,167,76619.69010507378
0,300.6,309.4,1463,49.2,235,71979.6
2,300.2,311.3,1491,37.3,102,55614.299999999996
1,300.2,310.0,1389,53.6,184,74450.40000000001
1,304.0,312.8,1542,42.7,198,65843.40000000001
1,300.2293933784843,309.9873430456647,1678,28.662866226782377,161,48082.24809651472
1,299.2,308.7,1492,37.8,91,56397.6
1,302.3749016827893,310.7916338942631,1335,44.825098317210696,179,59852.27999129947
0,299.1,310.6,1332,48.0,148,63936.0
1,302.28992832802277,311.0318251303212,1369,48.33080267641686,97,66205.49784984069
2,298.0,307.7,1487,41.3,160,61413.1
1,300.2038069640299,310.1917828345337,1365,60.119638057556124,204,82080.91230241783
1,301.0,310.9,1813,28.5,197,51670.5
1,302.5,310.4,1427,46.8,179,66783.59999999999
1,297.6,308.6,1382,47.1,11,65092.200000000004
1,299.6946806717099,310.84739962682784,1230,65.13161951487623,199,80147.59529915387
1,297.8040346160912,308.5733175344146,1487,40.19103235240084,222,59741.16007828694
1,301.773666696,310.273666696,1334,56.479166299999605,71,75358.58504268005
1,303.4981314525246,311.8962629050491,1343,49.337370949508234,92,66262.45687824964
1,300.05366035296487,310.73048786974874,1699,27.609757394974917,228,46879.487763360805
2,300.7,309.7,1523,38.2,73,58178.600000000006
1,300.7389961678396,309.77715831384944,1336,61.00779923356792,102,81528.04520250687
1,303.4216776083956,311.8433552167912,1393,53.32516412593431,169,74295.0545602875
1,299.1,310.6,1818,24.1,173,43813.8
1,302.920842613528,311.6015085133453,1395,41.11298757440553,48,57274.38664610457
1,299.2,309.0,1615,33.7,193,54425.50000000001
1,301.42227211083843,310.09900804030485,1338,60.897024120914665,65,81491.89073815527
1,302.3,311.8,1281,51.7,61,66227.7
1,302.4,311.8,1543,31.1,96,47987.3
1,298.6569610120745,308.6987822002025,1309,61.0,191,79888.55798327958
1,297.3,308.1,1762,26.1,154,45988.200000000004
1,299.1,310.6,1602,39.7,144,63599.4
1,299.1,310.1,1336,61.3,94,81896.8
1,297.91250879524966,308.40892480203587,1345,57.91433597285532,206,77839.47638741512
1,302.3,310.9,1412,48.9,28,69046.8
2,299.0,308.3,1377,47.2,35,64994.4
1,300.3193792311811,310.8144714095013,1668,29.79844807795272,216,49704.62926748764
2,299.5,308.8,1886,20.9,117,39417.399999999994
1,303.7,311.9,1561,33.3,153,51981.299999999996
2,296.8,307.8,1551,38.9,112,60333.899999999994
1,301.58692454078636,311.0397789650403,1329,58.84346227039318,125,78240.45673352762
2,297.5,308.3,1459,45.2,34,65946.8
1,302.39784631727355,311.30197528099757,1320,52.454039762859544,111,69251.00556260854
1,302.22315483638084,310.64630967276173,1354,48.1452967998105,128,65217.47497678086
1,299.8560356206602,309.92900519467963,1443,51.91503339436889,195,74785.3325610254
1,301.0,311.2,1412,42.1,64,59445.200000000004
1,300.5,310.0,1521,45.1,86,68597.1
1,301.4016718577231,310.3238807008284,1339,51.677373192463904,169,69225.68859454832
2,303.1794368426092,311.41388345900657,1365,47.52390300658293,68,64882.015605517634
1,303.0,311.3,1793,29.3,157,52534.9
1,302.1912164333373,310.60878356666274,1349,48.34729860002365,165,65239.335230668396
1,302.32557196534276,310.4180350433216,1342,50.03310888736389,101,67138.94936945185
1,299.3,309.1,1293,53.7,189,69434.1
0,300.4,309.4,1530,40.4,112,61812.0
1,302.21784040929987,310.30713616372,1438,41.060719863566696,212,59057.29529539555
1,301.1,312.4,1430,37.9,124,54197.0
0,298.38669710844937,308.991919447648,1390,62.080098817421614,107,86347.3052223392
1,299.3,308.7,1802,26.0,130,46852.0
1,303.2897585327853,311.6215653590136,1368,54.41590341311413,66,74469.11740235098
2,300.6,310.6,1403,50.4,64,70711.2
1,301.74076547443576,310.74369381022575,1346,58.165990233532845,164,78332.40087316628
1,297.3,307.8,1385,44.4,169,61494.0
0,299.7483054102567,309.8517353943835,1343,55.893099227106184,169,75092.70177500184
2,301.0,312.2,1499,41.5,140,62208.5
2,301.5,310.5,1774,25.5,121,45237.0
1,300.05375930736136,309.698581660764,1370,54.585389689097035,206,74795.3285994488
2,301.2,310.9,1359,50.8,118,69037.2
1,302.1399823684226,310.63601057894647,1354,48.15992947369028,166,65237.05419452647
