Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power
0,296.9,307.9,1367,47.1,204,64385.700000000004
1,302.9,311.2,1330,53.7,200,71421.0
0,300.227887396588,311.2806761362469,1341,58.132469524733224,191,77995.12762860957
0,302.1973512310176,310.3008829229941,1338,52.83984638556756,119,70704.60806835763
0,297.93791973952335,308.8139672859712,1372,56.90698364298561,198,78090.78014915125
1,297.2,308.8,1485,47.9,143,71131.5
0,298.0,307.7,1492,38.7,202,57740.4
1,301.2,310.1,1479,45.5,44,67294.5
0,298.3682218114332,308.700396091845,1300,61.50466543429966,191,79936.53098283175
2,301.9,310.5,1472,39.7,187,58438.4
0,301.9574514125219,310.1127429373904,1336,56.45118813809171,166,75426.57795235582
1,298.3,308.3,1379,48.0,181,66192.0
0,301.28038730240945,309.7797417983937,1347,63.49518377817862,210,85469.85053174448
2,301.0,310.1,1756,30.7,2,53909.2
0,301.9179015556307,311.367721287059,1262,63.09963946285651,191,79624.25422715028
1,302.3,311.7,1368,53.6,165,73324.8
0,302.3082191388742,310.36771032140973,1373,48.363600751972605,155,66436.77534830774
0,300.4,311.4,1552,28.8,135,44697.6
0,300.2,309.8,1481,41.9,106,62053.9
0,300.4128316433068,309.36128316433064,1325,63.445354563071774,151,84059.8654427509
0,298.1476569754918,308.59440019525954,1420,63.099086244275874,11,89610.9694793761
0,302.2083524584837,310.0083524584837,1332,63.248724826714884,139,84272.01237314804
0,302.12045741543886,311.76735589371617,1384,55.66137224631661,208,76994.78028751844
1,302.7215276689446,311.5171195226305,1353,51.87042563236607,100,70160.57940422832
0,300.08755604209347,309.32875560420933,1311,64.32359868634768,183,84327.92506571079
0,302.8660366878778,311.0269291024788,1368,54.470498760882805,127,74516.45502036155
0,298.1,307.9,1665,32.0,7,53280.0
0,299.81422803960504,309.5125923941981,1547,34.62003146764729,219,53076.17882901726
1,301.8,309.5,1732,30.1,220,52133.200000000004
0,300.2786590836262,309.2191060557508,1364,55.75595530278754,101,76062.05538064726
1,298.2,309.4,1693,34.4,73,58239.2
0,299.1,309.8,1398,55.4,217,77449.2
1,301.0,310.6,1698,27.3,14,46355.4
0,297.4,308.6,1820,24.6,79,44772.0
1,297.6259554127684,308.279627786702,1441,60.41488853192099,170,87018.08706186642
0,300.8,310.077348215116,1394,61.664361590122674,189,85950.61791201113
0,302.91913714281793,310.7588495237572,1307,54.0,66,70578.0
0,300.6,312.3,1532,37.2,54,56990.4
0,302.1103895993633,311.25519479968165,1272,65.18961040063668,172,82931.88311679491
0,297.2,308.6,1335,53.0,39,70755.0
1,296.6,307.5,1734,27.0,50,46818.0
0,300.3174607287449,310.0087075534991,1384,56.02612266049737,164,77548.54479546558
0,300.2503335434531,310.32046884849365,1415,45.20604153534181,205,63967.31360601042
0,298.3,310.1,1408,45.3,78,63782.399999999994
0,299.18162186170645,309.15467012494,1360,57.216844835478994,170,77816.74551329901
0,297.9,308.0,1490,46.2,6,68838.0
0,297.9,308.9,1566,41.9,50,65615.4
0,302.4025967032121,310.774350824197,1374,47.351298351606054,19,65105.27096211003
0,301.6129640219152,311.0057617875179,1298,61.35740719561694,215,79665.72201662563
1,300.9,311.2,1472,40.0,93,58880.0
0,303.07171994574327,311.07171994574327,1357,47.871719945743244,24,64970.19317503125
0,303.6,312.6,1502,39.5,103,59329.0
0,301.10348330853515,310.1966698915641,1360,43.14754071869791,220,58640.3218190518
0,299.27964015736,309.71676141624044,1459,50.89100393400116,222,74116.51084522574
0,303.0565434840225,311.4565434840225,1344,49.26588796030942,106,66246.9196657114
0,302.3154390050971,310.91339447981215,1368,60.03711665150907,106,82138.58956724266
0,298.6,309.4,1375,55.4,145,76175.0
0,303.48505396925015,311.62989206149973,1358,46.57473015374932,84,63247.715050204104
0,302.6866632839367,311.2084415127451,1312,52.83911088559577,38,69327.14341127202
0,299.8,311.1,1588,38.0,183,60344.0
0,303.08421930021944,311.59636471174946,1303,63.717818827049705,65,83039.19325647874
0,300.5,312.0,1453,45.1,151,65530.3
0,301.91104702192115,310.63010837436667,1370,50.72274369308585,207,69501.67711359862
1,302.3,311.5,1674,30.0,12,50220.0
0,300.2827011523656,309.7720176097186,1382,43.321367085293964,213,59749.766813414324
0,302.21728769182124,310.0781917945475,1353,45.1,69,61039.97100131817
1,299.0,310.0,1341,58.9,126,78984.9
0,303.9,313.1,1440,41.1,12,59184.0
0,302.71045262495727,310.91045262495726,1351,47.911820250046006,124,64727.784175241766
0,298.9,308.9,1422,47.6,15,67687.2
1,299.8,310.8,1530,35.2,163,53856.00000000001
2,299.0,310.1,1432,50.0,45,71600.0
2,297.5,309.4,1368,45.3,129,61970.399999999994
0,296.2,307.1,1444,46.7,194,67434.8
0,297.4,309.2,1420,45.6,193,64752.0
2,298.8,309.6,1309,57.4,185,75136.59999999999
0,300.0122431523987,310.4648972609595,1436,48.61755136952026,137,69854.67380104425
0,299.2,308.5,1544,41.6,146,64230.4
0,300.8,311.3,1524,43.5,71,66294.0
0,298.7741960237861,309.53989593050306,1356,61.06787511660372,179,82830.61427959419
0,298.01306796711066,308.44511711369427,1400,52.43259951233351,216,73436.903608727
0,302.08674984079244,310.066250796038,1356,45.0072488855468,16,61073.06830023853
0,300.5,311.3,1475,46.3,49,68292.5
0,300.8265951905523,310.0177301270349,1652,29.078226987296514,164,48054.011143041556
1,303.20697907591455,311.98495081512306,1368,54.71123233700532,118,74867.65649429834
0,300.2454460538767,310.9500155678927,1674,29.613615134691763,216,49557.255800727566
1,300.4,309.6,1563,34.0,6,53142.0
0,299.0887153335957,308.79007710447,1355,59.791829374754066,187,81025.53109064099
1,303.4748002632642,311.8,1370,46.17719710409313,169,63264.04203428444
0,301.7,310.2,1331,61.2,47,81457.2
0,303.0,311.2,1341,51.0,174,68391.0
0,302.9204807016183,311.0435438594547,1345,52.24096140323658,169,70292.88550176901
0,303.3074601756681,311.34328023422415,1362,46.62835988288793,40,63521.14186591913
1,300.3,311.9,1429,41.6,184,59446.4
0,302.77008571911864,310.6401714382373,1353,41.779975508823235,12,56553.03936070412
0,297.4,308.4,1525,38.7,62,59017.50000000001
0,300.5597713057901,311.6508801145959,1283,58.74198892340166,190,75327.96340892643
0,300.5873594009563,310.3874572089867,1362,60.2625183390057,191,82130.02430311778
1,299.9,309.8,1625,41.2,109,66950.0
0,302.7,312.2,1405,51.4,157,72217.0
0,300.25111874891405,310.18428987087685,1368,48.84114784505227,206,66856.48175122082
2,303.4,311.9,1534,33.2,210,50928.8
0,301.2700957519911,311.77344497406926,1478,40.28086134839787,208,59385.491634496204
0,297.7912194008323,309.17899379455633,1330,62.11881105565177,204,82652.76134921705
0,303.02101084514067,311.3631119296547,1321,52.378909760626556,125,69226.3564698193
0,299.2,310.6,1498,41.1,88,61567.8
0,302.3409791098348,310.8286853768844,1376,47.3,23,65124.34675241925
0,297.1,307.8,1536,40.4,92,62054.399999999994
0,301.18550307385124,309.7157791439339,1336,58.0034122723438,102,77509.83207636987
0,299.64347446802,309.2113689033969,1360,53.184447504080374,151,72358.71988743267
0,303.0348074794788,312.0997735052692,1358,60.08004529894617,205,81629.27622963564
0,300.36653873613386,309.11606713038736,1375,53.94404475359157,163,74170.15200677214
0,299.55454507889385,309.4335662023962,1389,58.831468314746445,195,81726.40493363808
0,302.3,311.2,1549,40.6,66,62889.4
2,298.8,310.1,1567,36.8,197,57665.6
1,304.1,313.6,1441,43.7,131,62971.700000000004
0,300.6,310.3,1648,30.5,217,50264.0
0,303.5,312.0,1756,29.7,28,52153.2
0,301.5081510670727,310.144603800087,1274,56.562113066202635,168,72072.77705278747
0,302.74844821341156,310.96406403048735,1359,44.12812806097473,97,59985.93786145022
0,300.5,311.6,1534,37.7,90,57831.8
0,302.9853000882523,311.0794201235533,1371,54.32351985879628,119,74494.61084995283
0,303.3,312.6,1463,44.0,140,64372.0
0,302.8,311.1,1563,32.2,78,50328.600000000006
0,302.6377269965927,311.3638689977562,1319,61.79001099891963,66,81548.01059509267
1,297.3,308.8,1469,44.1,150,64782.9
0,302.8,311.0,1564,38.5,85,60214.0
1,299.0,310.3,1558,35.4,223,55153.2
0,302.1,310.1,1753,28.9,176,50661.7
0,299.0821993667985,309.22759945725585,1379,57.320849344184154,212,79028.21231067367
0,297.4602271065994,308.4294728393997,1368,50.62819141159973,217,69272.7813791684
0,303.0975980841713,312.04654724599624,1400,48.65195155661081,124,68119.9427251473
0,301.1,311.1,1450,43.3,168,62784.99999999999
1,298.2,307.8,1583,36.6,185,57937.8
0,302.1,311.2,1417,48.0,13,68016.0
0,300.3,310.2,1492,52.3,2,78031.59999999999
1,300.3848478198703,310.2454565403891,1671,30.443179324513597,233,50893.6218455097
0,301.6,310.9,1538,40.4,13,62135.2
0,300.7,311.1,1688,30.7,161,51821.6
1,301.1174197056791,310.17247323522633,1385,46.97247323522636,142,65075.17523136642
0,300.88117687248973,310.5253456092848,1352,60.407621413480044,196,81686.0877344443
0,302.1348506726731,310.63908959639616,1355,48.139402690692485,166,65236.52870888173
0,298.1,309.0,1559,34.0,54,53006.0
0,302.72090380913374,311.49935442204736,1366,56.2,170,76802.62974815248
0,302.4209174188229,310.9465321298833,1450,39.288256769406544,119,56805.13623495786
0,299.8,309.4,1408,45.6,156,64204.8
1,301.9221147899875,309.85577042002495,1378,63.15173421807234,119,87017.37664856644
1,302.7,311.7,1784,25.1,177,44778.4
0,302.4,311.1,1652,33.9,139,56002.799999999996
0,300.0,310.2,1486,36.4,66,54090.4
0,296.7,308.0,1451,50.7,197,73565.7
0,300.21707052506576,309.0249396258404,1359,51.15460071214556,191,69505.49844254786
0,303.11263211390394,311.2798691566179,1353,53.6580271850939,24,72629.59914766316
0,302.0654947574463,311.6695510427379,1372,56.30254188270105,202,77282.87442447366
2,297.0,308.1,1517,41.4,222,62803.799999999996
0,300.9184265401409,310.4457004739671,1366,54.25429952603288,137,74156.47961327108
0,298.7,310.2,1363,45.5,28,62016.5
1,301.3,311.1,1581,30.9,31,48852.899999999994
0,302.8299013237079,310.86186185319104,1364,54.57215788206741,140,74441.86850926645
0,298.4,309.9,1725,27.8,21,47955.0
1,302.4510792077738,311.41129186391146,1359,51.64113237180822,110,70150.67863882372
0,303.7061739983594,313.07078266557295,1430,47.72541316434255,220,68276.85244734316
2,298.8,308.2,1450,44.7,14,64815.00000000001
1,298.1,309.1,1448,52.5,150,76020.0
0,302.3603769412691,311.0840956641699,1381,54.76846689002848,205,75445.92710201022
0,297.5,308.7,1456,44.7,29,65083.200000000004
0,301.61120347031283,310.2008312328152,1338,47.76306465780103,91,63904.58453132946
0,297.96110117342863,307.7865008381633,1361,55.96796381923563,206,76178.45296612426
1,298.5,309.3,1498,34.6,46,51830.8
0,301.4,310.8,1389,52.7,125,73200.3
0,296.6,307.6,1809,25.1,86,45405.9
0,298.63668849506524,308.95373433470223,1609,29.253246019739084,215,46866.327932713786
0,302.5,310.2,1307,54.0,86,70578.0
1,299.6,310.9,1630,29.8,206,48574.0
0,297.2,308.6,1578,34.4,76,54283.2
2,300.2,311.6,1662,28.8,162,47865.6
1,299.7,309.2,1412,45.3,205,63963.6
0,299.14118067494616,308.9036776968593,1381,52.85881932505384,217,72978.38749106573
0,297.9,308.5,1305,47.2,155,61596.00000000001
2,297.9,307.7,1618,35.9,92,58086.2
0,301.4085293813201,310.721705876264,1488,40.37468615070155,162,59797.3877044271
0,298.1,308.5,1676,30.5,22,51118.0
0,302.61943961942035,311.00971980971013,1330,48.551400951449246,110,64598.837935228556
0,301.58437557564287,310.0061864476982,1361,57.09636485465744,95,77758.49099422531
2,296.9,307.9,1557,36.5,63,56830.5
0,301.2321181088943,310.27245039377743,1342,50.056622046669,176,67165.56728022835
0,300.22915815812405,309.614579079062,1422,42.28679968060948,176,60083.435464679154
0,298.98469493072616,310.0012040156024,1474,58.711006056584175,146,86542.60060565842
1,300.8578086347571,310.33303350557543,1354,64.68258376393865,31,87536.83106584179
1,304.0,313.0,1454,46.8,30,68047.2
0,299.8850301643524,311.2073729717163,1361,60.613884569371756,210,82506.97977480697
0,298.7231154850805,310.08176812617177,1344,61.449010745098384,207,82587.87808435126
0,299.2,310.3,1507,41.3,158,62239.1
1,297.6,308.6,1390,53.4,175,74226.0
0,298.4,309.1,1579,36.1,123,57001.9
1,301.6809328167571,310.33813436648575,1354,64.55058966280873,51,87374.03655057958
0,300.2369328356345,309.5775947619615,1358,50.92116220780768,105,69162.95422783028
1,303.4,311.9,1419,50.9,39,72227.09999999999
0,302.402357826656,310.107073479968,1357,54.611789133279984,63,74151.11718060714
0,300.7314041347169,310.00163660322926,1344,51.49691649780841,177,69233.34511430727
0,297.7,308.4,1289,51.3,82,66125.7
0,298.0,307.7,1606,30.8,17,49464.8
0,299.7632759822662,309.6021365101736,1366,57.240997038081005,197,78237.14599486186
0,298.04825979393513,308.95273773211574,1306,59.90399010420346,203,77841.71689236858
1,302.65236696337337,310.79073802065597,1277,54.91796532580967,27,70123.71655429089
0,300.83126187517274,310.7582593526847,1665,28.165187053694805,230,46861.714014281766
1,302.11481514173755,310.3138886436968,1259,53.676846375896105,87,67400.37503751437
0,303.3620510443983,312.07519763828736,1368,50.05398692138822,129,68368.6758539733
0,301.1,311.2,1555,35.3,172,54891.49999999999
0,301.925531485001,310.002125940004,1372,48.602125940004015,162,66684.9183757743
0,302.2300819685202,311.14268442917046,1406,53.74471311017928,161,75543.47276639768
0,302.49174305216076,311.04871562652767,1369,60.005412847391966,99,82157.1695519273
0,301.1560917458809,309.9198130752931,1277,59.94069667646944,106,76504.22827476583
0,300.2,310.3,1445,50.9,34,73550.5
1,297.5,309.2,1530,40.0,206,61200.0
0,302.32814596403404,311.76775010942384,1373,59.523479200101725,201,81752.71781345746
0,298.9,309.9,1365,46.5,75,63472.5
0,302.0,309.8,1701,27.2,4,46267.2
0,298.3,309.2,1456,45.5,75,66248.0
0,301.84308761398273,310.35170513677923,1344,50.396589726441505,61,67743.26749522846
0,301.734100136996,310.5473979480616,1381,54.10635430937084,164,74653.16540929771
0,302.62228652841407,311.36328688459514,1387,49.038142195663596,70,68039.3477094742
0,297.5,308.9,1554,34.8,204,54079.2
0,297.8,309.9,1351,49.0,181,66199.0
1,303.6,311.8,1659,34.7,94,57567.3
0,302.78333073111276,311.1071417419055,1352,50.473803204130995,130,68265.23896578731
0,299.83199666748806,309.6546644449921,1428,60.39314357125255,136,86246.82401832881
0,299.9,311.0,1747,27.6,177,48217.200000000004
0,303.0684091182504,311.29034093187533,1235,54.70965906812467,209,67572.03477745732
0,300.3090926760312,310.2363642253437,1659,28.20151598590361,201,46763.606135210204
0,298.1,307.7,1705,29.1,109,49615.5
0,298.5,308.0,1404,48.1,32,67532.40000000001
0,298.2,308.7,1447,48.4,51,70034.8
2,302.2,311.7,1413,46.5,147,65704.5
0,302.6768554802899,312.0495606218841,1436,52.655468473043335,199,75560.27538300869
0,297.5,309.2,1426,44.8,24,63884.799999999996
0,298.54220593916244,308.9584316755332,1234,63.16490294548279,209,77822.3772078707
1,302.5,310.3,1710,27.3,186,46683.0
0,301.6470329831756,310.5619392362838,1438,39.322430548648526,131,56449.2541179927
0,301.1925849621965,310.2531972658539,1298,60.08396842154144,132,77772.98759795404
1,298.0,308.9,1339,51.4,68,68824.59999999999
0,298.8486462073224,309.4452298784089,1332,56.30977649103505,179,75045.34775680563
0,302.74936685205233,311.6594972192152,1395,49.212644271086695,146,68435.108621129
0,299.8529432069264,310.2509810689755,1366,56.280693763924965,191,76914.00816593708
0,302.74584953487687,310.6673908139409,1353,57.44308255812814,51,77739.75888418581
0,299.51011273200544,309.93756775444336,1308,59.589887267994534,202,77916.34483046136
0,303.16598740632384,311.4061911844267,1373,47.3,54,64968.25518272352
0,301.6541202531486,310.0332303022413,1361,57.103481658484554,93,77756.86409287044
0,299.2,308.5,1487,41.2,140,61264.4
0,299.4075362807779,310.4027419251653,1353,57.70137096258263,193,78054.39720991372
0,300.16022727177835,310.7087662329529,1429,54.137824676454365,212,77367.25957799541
0,303.18429087224945,311.38690906020787,1237,54.613090939792116,224,67592.08232089916
0,298.2,308.8,1442,47.0,18,67774.0
1,296.2,307.2,1552,34.8,8,54009.6
0,297.4,308.7,1402,40.2,114,56360.4
0,297.6204928109731,309.6046962691813,1500,49.82134667809692,221,74749.3209805435
0,301.5,310.7,1435,38.5,224,55247.5
0,303.0093293318518,311.21166166481476,1372,48.272302321851555,64,66231.62093223442
1,300.7,310.6,1572,38.5,50,60522.0
0,297.4,308.7,1429,57.4,96,82024.59999999999
0,300.7777060479763,309.86462038108226,1355,60.193861143246885,109,81572.40289909823
0,300.80491185214737,310.06994123476494,1471,50.466699665191484,220,74148.26965689023
0,298.2752531855548,307.671981307922,1515,30.937834324976464,206,46891.78935649423
0,298.0,308.7,1443,49.3,52,71139.9
0,300.6,310.7,1455,40.6,82,59073.0
0,298.1,308.2,1521,39.3,151,59775.299999999996
0,301.31040616644583,310.45030141314385,1393,53.6650064233811,170,74663.06925585933
0,299.2,310.4,1472,43.3,32,63737.6
0,302.4,311.7,1721,26.9,112,46294.899999999994
1,297.4,309.1,1582,35.9,180,56793.799999999996
0,297.56745774891175,308.17325422510885,1400,52.59301690043531,213,73643.66023729702
0,302.6,311.5,1885,27.5,147,51837.5
1,297.2,307.9,1541,35.7,169,55013.700000000004
0,296.9,308.1,1435,45.3,62,65005.49999999999
0,297.3,308.1,1468,49.8,0,73106.4
0,298.9,310.6,1387,52.7,2,73094.90000000001
1,300.0,309.3,1413,40.7,117,57509.100000000006
1,303.0,312.7,1553,35.8,122,55597.399999999994
1,301.7207666872168,310.2584666255664,1358,64.31955321414262,62,87315.1302229438
0,298.48332929995485,309.0787805453724,1343,53.734841518103785,223,72192.28649893787
1,301.2488498260703,310.31602768115016,1388,46.27442491303515,191,64255.96969395354
0,301.8,310.1,1738,28.0,58,48664.0
1,295.7,306.4,1387,40.1,81,55618.700000000004
0,302.40735078033845,310.36697441948655,1361,57.10092325845977,75,77719.07982367562
0,303.2,311.5,1513,37.9,0,57342.7
0,298.8,309.9,1482,39.1,45,57946.200000000004
0,302.5683763528127,310.7683763528127,1346,48.064825466201654,132,64700.396241549905
1,298.65850157983465,308.87728888687855,1450,59.69036824047028,142,86489.30940353962
0,300.514821923004,310.433049526616,1337,64.42265859458197,82,86103.10888001283
0,300.9393640875124,310.5606359124876,1366,57.84572321238833,203,79052.53582428017
0,300.6397330647431,310.46377310503163,1567,38.172453789936725,225,59794.19913673751
1,302.4211694673024,310.7423389346048,1348,55.83108823732991,116,75271.05433621473
0,301.34433973467316,309.91311132568956,1362,57.07187140149726,101,77764.09019761773
0,300.8,311.2,1481,38.5,181,57018.5
1,298.6922932225401,310.0413757490329,1425,60.70587183044566,95,86464.22117288277
0,297.5,309.4,1503,40.6,144,61021.8
1,298.8,309.7,1439,45.8,81,65906.2
0,301.48361041529097,310.06503032300407,1392,52.33789035376638,149,72869.2336451332
0,302.6,312.0,1781,28.5,196,50758.5
0,298.28534042362884,308.24913981844475,1296,60.0448024207364,213,77822.59244081567
0,301.10229871394756,310.0511493569738,1393,43.53035187913672,119,60621.388438382
1,297.8,309.1,1424,45.5,2,64792.0
0,299.4543470507825,309.89080705468814,1335,62.09975057812655,185,82853.17575269534
0,301.9001483825123,310.8286350210767,1370,52.185905063230074,204,71499.4362025292
0,300.49729966704854,310.24864983352427,1659,30.5,225,50624.2214178273
0,299.4,308.7,1504,37.8,112,56851.2
1,302.0814506001987,310.70264991425734,1293,62.405299828514664,103,80737.52836117215
0,300.6655589539294,309.58257178082647,1285,59.557467932757326,116,76484.714267136
1,300.4,311.2385989384215,1594,32.18772327493489,217,51250.33575886209
0,298.7,309.9,1372,54.7,44,75048.40000000001
0,300.8521086837396,311.3780318951764,1303,57.90395510661309,176,75374.73738939835
0,299.20676879873673,310.4657900723253,1362,49.184587235846855,218,67019.75656308339
1,298.0,308.7,1436,48.2,201,69215.2
0,303.03803088760395,311.26084942016627,1358,54.777181467437636,102,74392.90341693842
0,301.40634250872495,310.4719907272137,1375,50.80874992695397,152,69845.35255293807
0,299.94726648301935,310.0332034411124,1381,46.49042980039728,188,64246.65143901274
1,300.5,309.4,1655,32.1,37,53125.5
0,301.6,310.7,1679,29.5,10,49530.5
1,297.5,308.3,1459,45.2,34,65946.8
1,300.4,309.6,1675,35.5,164,59462.5
0,299.8,309.0,1614,30.8,100,49711.200000000004
1,298.7,309.7,1622,34.6,8,56121.200000000004
0,297.8,308.4,1512,39.9,181,60328.799999999996
0,301.5811912327889,312.3610658355747,1540,33.66106583557474,207,51820.87661802383
0,300.4,311.8,1601,36.1,0,57796.100000000006
0,300.5,311.4,1445,41.5,66,59967.5
0,302.0,310.6,1583,38.9,94,61578.7
0,300.5,310.5,1409,60.9,73,85808.09999999999
0,301.62456061525984,310.3210455373384,1354,47.242136004867014,109,63894.3128868652
0,299.4,309.2,1564,39.0,26,60996.0
1,300.0,309.1,1474,45.2,152,66624.8
0,303.12957625680826,311.5891139915082,1344,50.9416179285502,92,68417.36875493762
0,302.4306847442862,311.5548726379596,1339,63.47148087258471,204,84954.8676956649
0,297.40467409754035,308.8025495077493,1325,62.393626230626786,203,82680.61188185983
0,302.2,311.6,1383,44.3,72,61266.899999999994
0,302.65586237452777,312.0777825070103,1410,61.23874257325161,131,86361.28355946478
0,302.61208448931404,310.8482988102903,1323,64.3103245791556,217,85085.8201028041
0,302.4,311.8,1416,46.1,202,65277.6
0,302.35168282521266,310.4554155123525,1350,51.16056786700521,20,69082.11491690791
0,302.16858417162484,310.6809736193747,1363,47.2818580373756,170,64463.180958427896
0,300.7616970602538,310.261750547495,1382,54.13814247802269,208,74667.5958764334
0,300.1,311.4,1418,47.7,73,67638.6
1,304.2,313.5,1390,47.8,83,66442.0
0,302.5649456290498,310.3649456290498,1347,57.65570682235246,62,77677.38094038359
0,301.4,310.6,1550,36.8,159,57039.99999999999
0,299.1050862867896,309.23528610462927,1301,61.86980018216032,191,80492.21830150847
1,297.5,308.6,1347,57.0,132,76779.0
1,297.4,308.4,1340,52.6,15,70484.0
0,302.2945916871244,310.797566259206,1377,47.298377506137314,22,65132.01265574706
1,299.2,309.0,1881,23.9,137,44955.899999999994
0,299.9,309.2,1658,34.8,16,57698.399999999994
0,302.2,311.1,1351,48.6,110,65658.6
1,297.2,307.9,1687,30.4,82,51284.799999999996
1,301.99889227258217,310.6550632322587,1365,47.73821194435576,212,65193.61660660814
0,298.5894244502531,309.6946935162227,1396,64.51576978010124,42,90062.68482890482
0,297.1,308.1,1584,36.8,215,58291.2
0,298.24947939367974,309.4287380388796,1382,53.314369019439816,220,73675.65339555021
0,298.2,308.8,1362,57.3,28,78042.59999999999
0,303.0391614920304,311.12179606872246,1364,43.27413044421294,215,58877.81499377702
0,302.1,311.3,1415,44.1,43,62401.5
0,302.7,312.4,1433,44.2,17,63338.600000000006
0,301.99004605971896,310.19004605971895,1326,48.68764270491804,168,64588.91195581967
0,300.38385916692556,310.1231189351708,1398,61.500546157220455,166,86003.68598540567
1,302.6,310.5,1524,33.7,204,51358.8
0,298.4566229256952,308.5019889370413,1262,61.68146404538421,213,77819.38180239934
0,301.58169702110297,311.4952654028922,1364,53.956466486127454,142,73636.34794244544
1,300.0,311.4,1791,24.1,213,43163.100000000006
1,302.8859759442909,311.80930759215914,1366,54.80208227991768,124,74876.68697862382
1,300.58650843345293,309.5034353435279,1379,47.61349156654712,244,65693.69344108288
0,302.4,310.5502035090014,1367,54.61275438625174,158,74707.92945252384
0,300.3,311.6,1709,29.5,27,50415.5
0,297.21870063736066,308.10688970850134,1429,49.73838551879296,209,71121.81908550943
1,303.7,312.9,1406,41.9,48,58911.4
0,300.9,311.1,1457,37.4,96,54491.799999999996
1,302.2185419708868,310.80030474459653,1372,46.363830292015976,210,63646.62929557644
0,299.7322998383077,310.47624361862506,1291,61.58788756063459,208,79550.59867853322
0,298.2,309.0,1596,37.2,87,59371.200000000004
0,302.3807798074992,310.93758291403776,1349,49.645575147691304,47,66995.61142211751
0,299.01060040907134,308.61978778123654,1288,60.38197895360868,188,77809.4876363658
2,298.9,310.6,1519,38.8,213,58937.2
0,301.462302901822,310.9091877567309,1463,36.56677178569494,201,53439.84817278246
0,302.2,311.4,1477,41.7,15,61590.9
1,300.8,310.3,1868,24.5,95,45766.0
2,298.8,308.6,1449,49.4,150,71580.59999999999
0,301.0,312.0,1518,39.3,196,59657.399999999994
0,302.1601188096811,311.020039603227,1365,56.22153541513639,158,76766.64471910473
1,298.6182360984167,308.59986852857327,1490,37.57748561905173,147,55755.66156099117
0,301.07685796881555,310.3359796380005,1331,61.29510130718542,122,81590.45861865295
1,299.8,310.6,1694,31.3,121,53022.200000000004
2,301.31830890768924,310.03380197737283,1374,47.93802772126551,196,65868.16877543452
0,302.48853667977414,311.1035569499059,1367,53.38497972986827,128,72973.12841689184
1,296.6,307.4,1544,42.3,170,65311.2
0,300.74343155665446,310.8262737733823,1567,38.08856147781856,224,59676.90425170134
0,299.32747291074594,309.4699141288824,1548,36.71511756372707,210,56767.91646671765
0,300.0,310.0,1486,41.8,69,62114.799999999996
0,297.4,308.4,1582,37.2,68,58850.4
0,298.46555843469787,308.32622337387915,1433,62.33933506081872,27,89385.87427420566
0,299.8975988760235,310.6855996423711,1355,49.46719954019143,193,67013.93160947716
0,298.0,308.5,1664,28.3,196,47091.200000000004
2,303.4,312.3,1522,42.1,62,64076.200000000004
0,302.3904365630672,311.874405659325,1370,56.40143721484655,200,77264.64942754971
0,299.17471074884594,309.30566942434604,1438,41.564826449307574,213,59716.7358842385
0,301.9187245807586,311.75107846273244,1440,41.44391993791196,203,59471.31193849554
1,300.0,309.5,1425,40.8,178,58139.99999999999
0,301.2,310.7,1517,39.4,107,59769.799999999996
1,299.0,310.3,1635,34.5,168,56407.5
0,297.5244927053485,308.2742646010205,1341,61.22188138574943,200,82141.87981751654
0,299.1,310.6,1818,24.1,173,43813.8
0,300.5956433356252,310.30798721802057,1648,30.48910833906287,216,50255.31571567946
0,298.3,307.9,1766,26.5,145,46799.0
0,304.1,313.2,1412,47.5,150,67070.0
1,300.3,309.3,1391,57.9,204,80538.9
0,300.8640795522941,311.57184089541187,1339,56.86299620224192,171,76186.76910053322
0,300.6,311.9,1425,44.9,224,63982.5
0,301.08371588296023,309.75581058864014,1362,55.782790529432006,82,76024.00302926541
0,301.3,310.0,1438,40.9,7,58814.2
0,302.0428804387349,310.47152175493966,1363,49.07152175493968,80,66895.97046906475
2,298.7,308.4,1560,33.3,53,51947.99999999999
0,302.1035047125347,310.9485204209835,1299,59.08193088282493,130,76675.80628337956
0,302.25889310080004,310.30583017439994,1344,45.11195602720015,64,60654.865238839964
0,300.3,309.6,1435,45.4,181,65149.0
1,300.5,311.5,1378,48.2,82,66419.6
1,298.8,309.8,1490,38.6,127,57514.0
0,301.9,310.7,1429,51.0,76,72879.0
0,301.2759360077237,309.7114640043446,1362,54.52622000362049,198,74273.47830035603
0,300.0642400313694,309.48026561380254,1340,60.872848006273884,141,81577.78822488745
0,302.55410660441447,311.25169292869407,1362,55.60144149405269,128,75641.28964108645
1,302.2,310.8,1422,47.0,3,66834.0
0,303.15336326275457,311.0711510170061,1307,54.0,55,70578.0
0,302.6615056161409,310.88494383859114,1458,38.9514155944256,93,56304.657385283725
0,298.2071755440459,309.2113272271487,1487,40.08339326758918,219,59619.313877599205
2,298.8,309.7,1461,55.1,118,80501.1
1,299.7,310.9,1620,37.2,203,60264.00000000001
1,297.7,308.1,1469,48.8,183,71687.2
0,297.4,308.8,1462,49.7,132,72661.40000000001
0,300.5,310.8,1728,26.3,125,45446.4
0,302.5,311.5,1700,29.5,133,50150.0
0,301.7870829605896,310.2870829605896,1279,63.04841748670283,21,80690.63335171039
